,Model,Medialness,Angle,Orthogonality
0,scratch_50,0.9925577562432457,0.1424651707946707,0.5235428657951545
0,scratch_50,0.9615566486362846,0.18550115682265755,0.5181939337826541
0,scratch_50,1.0257139422434998,0.23007653958935112,0.4568065238690068
0,scratch_50,0.9970838858977715,0.14508157833616087,0.44309474322326503
0,scratch_50,0.9947761404138307,0.13055558147362215,0.4674342963329704
0,scratch_50,1.0053107401268344,0.1387759495864184,0.47346461368927156
0,scratch_50,0.9650524395385586,0.17743615390823758,0.4583806670699298
0,scratch_50,1.0077904890843379,0.1682572959260985,0.5580163038705281
0,scratch_50,0.9834075097971462,0.1393604276285669,0.44430271709730157
0,scratch_50,0.999160213467768,0.1284443060660919,0.4817961789126873
0,scratch_50,0.9892587973836562,0.1317774888800615,0.47057246657189056
0,scratch_50,0.9945048388756197,0.17318737437323575,0.5153371348243414
0,scratch_50,0.944780570645185,0.19961295986927813,0.4591133384096056
0,scratch_50,1.0084929024606653,0.2045067004503908,0.5232867513110592
0,scratch_50,0.9814905116140953,0.2729088667301492,0.4676728540502203
0,scratch_50,0.995136137560349,0.1869453708871826,0.4770730849125711
0,scratch_50,0.9918877221888744,0.15022037249069037,0.5091788855958879
0,scratch_50,0.9718064766086411,0.20305484286415093,0.4604772920566426
0,scratch_50,0.9724353530794579,0.23242749694718448,0.5319460504821032
0,scratch_50,1.0147807483898426,0.20821337623317215,0.48958812363156234
0,scratch_50,0.9814467021084018,0.17278427502935936,0.5311319951060428
0,scratch_50,0.9641851048334852,0.24441718953531563,0.4826377704232862
0,scratch_50,0.9898016314132767,0.1725074341286925,0.4434825653925127
0,scratch_50,0.9793984071241209,0.17963569962322753,0.5113192067752323
0,scratch_50,0.9681130019611474,0.1533694087123743,0.43662876172638015
0,scratch_50,0.9816153988497094,0.14648481510869604,0.44552143792141796
0,scratch_50,0.9730595348322195,0.16747227820539148,0.40866474950669307
0,scratch_50,0.9904625110587353,0.12559623448717724,0.47024624266209814
0,scratch_50,0.9808813185969754,0.20432910047030944,0.5173731330001594
0,scratch_50,0.9866452026137982,0.10719114401973723,0.45009280250949707
0,scratch_50,0.9677470442988324,0.14261318013273877,0.4440722141194026
0,scratch_50,0.9948087143568553,0.177873395994962,0.5207654578593781
0,scratch_50,1.003814475560638,0.16389297527229166,0.40537879473775457
0,scratch_50,0.9797447901308064,0.12802143622597736,0.45546242777927454
0,scratch_50,0.9922835160380815,0.18899757107867746,0.4850615595749452
0,scratch_50,1.0029656308495574,0.15298453505576406,0.4664490050325399
0,scratch_50,0.9826361041505968,0.17782857140196312,0.4949367468707277
0,scratch_50,0.9979286384259984,0.15242269648289697,0.46008074454483483
0,scratch_50,1.021866357179946,0.1362751131054904,0.5227828286828186
0,scratch_50,0.9792653667142167,0.22241518903584712,0.49239818031807153
0,scratch_50,0.9951245751791971,0.17762466954805264,0.4577143823843869
0,scratch_50,0.9818809905172314,0.22144696323431112,0.4895392267030305
0,scratch_50,1.009069538489549,0.1330303974948598,0.46965942606326044
0,scratch_50,0.9855143033211153,0.17249175940472805,0.5481697602559498
0,scratch_50,0.9854834640585357,0.2160957155002441,0.5330859489857935
0,scratch_50,0.9743584535903356,0.16999896625785257,0.45782667662455984
0,scratch_50,0.972025337021314,0.2799354880524325,0.5475274871316034
0,scratch_50,0.9881676942607538,0.15601978072869732,0.43851760311215265
0,scratch_50,0.9786317803722592,0.15291576838799723,0.48032432007858417
0,scratch_50,0.9674793688011938,0.13142995121025203,0.41551003830516453
0,scratch_50,0.9947490863103979,0.12379416052180232,0.48136040856972084
0,scratch_50,0.9987492771375212,0.15727992774931027,0.4364857845188308
0,scratch_50,0.9901100168902921,0.12093619614883658,0.4949549519613215
0,scratch_50,0.985583051828712,0.18959818587052157,0.4835696260561535
0,scratch_50,0.96327329800583,0.2451869033880477,0.48296875185666177
0,scratch_50,0.9525497359560474,0.4042471242395301,0.5794874027821707
0,scratch_50,1.0035797860205673,0.1354231416900788,0.4438552234011019
0,scratch_50,0.9860289823159213,0.15853957151796602,0.43205788038035087
0,scratch_50,0.9893171897710329,0.13113185784385378,0.4932740974603893
0,scratch_50,0.9715382956129556,0.14561751166374337,0.42155883119476834
0,scratch_50,0.9873412716440663,0.17313464450364674,0.42906912116210105
0,scratch_50,0.9464836065910074,0.3095147741801535,0.5162081714593315
0,finetune_30_v2,0.979481003369463,0.19305657663970444,0.49090356893284093
0,finetune_30_v2,0.9945903941944839,0.170221674182259,0.44063864295397315
0,finetune_30_v2,0.9853035856217071,0.21378514377779773,0.43854260941711154
0,finetune_30_v2,0.9784637521081476,0.16521825905394097,0.4089152866933874
0,finetune_30_v2,0.9808672298253044,0.19312374062814142,0.5039718717478586
0,finetune_30_v2,0.9961769774160024,0.24929368616747452,0.46202592584270313
0,finetune_30_v2,0.9945814675396892,0.2316256070755509,0.5425830972617242
0,finetune_30_v2,0.9958804357218853,0.1847067227473754,0.5001218848151306
0,finetune_30_v2,0.9858921249257959,0.16633219545662842,0.4350088420128981
0,finetune_30_v2,0.984082832293638,0.21743296383122854,0.4965713132851854
0,finetune_30_v2,0.9954718991046952,0.17958183599443267,0.4349315648191062
0,finetune_30_v2,0.9796662294052723,0.17305791491597994,0.4578317726403562
0,finetune_30_v2,0.9947511429386504,0.16763668888380232,0.4669913975993783
0,finetune_30_v2,0.9801307610746826,0.1682554111307455,0.4414143631563565
0,finetune_30_v2,0.9561510121829264,0.21268140540458477,0.40364472729703565
0,finetune_30_v2,0.9859161968504082,0.19597616651070268,0.49438405007490527
0,finetune_30_v2,0.9776959925243329,0.1744138370474125,0.4963473391619158
0,finetune_30_v2,0.9756901127183193,0.18223696333837236,0.42797076323500455
0,finetune_30_v2,0.9902231878367288,0.24438446712604625,0.4863550015279095
0,finetune_30_v2,0.989630315156468,0.16387718005128704,0.47404509548060053
0,finetune_30_v2,0.9976240515510079,0.17518246451117753,0.44897435105437605
0,finetune_30_v2,0.9805739874899156,0.1616734587318534,0.44606839937962917
0,finetune_30_v2,0.9867690225718987,0.14661541652272891,0.4972229056870892
0,finetune_30_v2,0.9784154674275035,0.1735988170088249,0.4477905130088907
0,finetune_30_v2,0.9825615814783266,0.17463849054235195,0.4875616364776108
0,finetune_30_v2,0.9875638554170044,0.1755596575997738,0.42432297666705276
0,finetune_30_v2,0.9860182888160219,0.16668952855027652,0.48259662941420123
0,finetune_30_v2,0.9996362349292865,0.19372132460762168,0.48682281426602725
0,finetune_30_v2,1.009645154689165,0.25134616824691236,0.4573886436437644
0,finetune_30_v2,0.972380237064179,0.1739056127395404,0.43949189741594835
0,finetune_30_v2,0.9785297689848165,0.1705560450853332,0.4378294253650096
0,finetune_30_v2,0.9889689154287347,0.18248223559866264,0.44415976028695675
0,finetune_30_v2,0.9770922978718142,0.21668197180543067,0.43609367398433657
0,finetune_30_v2,1.0059409887976787,0.1846893197839951,0.5354729146052627
0,finetune_30_v2,0.9853789357922481,0.1679841445092392,0.4347583960150782
0,finetune_30_v2,0.99701514184122,0.1608742703546949,0.4686033401737683
0,finetune_30_v2,0.9706385508907321,0.14277681748699403,0.45825051485963164
0,finetune_30_v2,0.987940220724896,0.17059218259317016,0.4945852724177575
0,finetune_30_v2,0.9736614555574755,0.25864863333445215,0.4880230995703511
0,finetune_30_v2,0.993597947672779,0.22847340761653706,0.504941745623727
0,finetune_30_v2,0.9805511551261703,0.34295345417532175,0.5003341010213987
0,finetune_30_v2,0.9882957306944838,0.17278277244232843,0.45207102211716804
0,finetune_30_v2,0.9887228213062117,0.17109874521040253,0.5271149463408497
0,finetune_30_v2,0.9593840936970727,0.2549863929806572,0.4527852450154258
0,finetune_30_v2,0.9785540709315989,0.27865423298088765,0.5357461452485031
0,finetune_30_v2,0.9952635027357083,0.2607926228207408,0.49634737206066315
0,finetune_30_v2,0.9796611618064311,0.2200986301644714,0.5259425864615636
0,finetune_30_v2,0.9778931939367064,0.2265786935081334,0.4704100971544768
0,finetune_30_v2,0.9703900173979988,0.22163095903798544,0.4423635127212071
0,finetune_30_v2,0.9875771051646294,0.15551266254911816,0.48798607108172576
0,finetune_30_v2,0.9755096529195777,0.18120347997310451,0.4326704728651167
0,finetune_30_v2,0.9862689763093543,0.17581114678208834,0.44953029984211645
0,finetune_30_v2,0.9825620046814263,0.1653794020550796,0.3867555790381626
0,finetune_30_v2,0.98428700809749,0.14377946717082454,0.46611717571352757
0,finetune_30_v2,0.9947419112085775,0.25942288848368555,0.5535437637669446
0,finetune_30_v2,0.9768475349798027,0.14921112021817176,0.44610950889039885
0,finetune_30_v2,0.9727871215230028,0.1867077663009949,0.45916067382245623
0,finetune_30_v2,0.9872610552294763,0.16723086094977951,0.46089871753527256
0,finetune_30_v2,0.9808443662756944,0.1778292370009131,0.3978140928106691
0,finetune_30_v2,0.985267716150898,0.17008555213305845,0.48385557186200157
0,finetune_30_v2,0.9924465876586263,0.17197590334174503,0.4496426715974705
0,finetune_30_v2,0.9877103073029884,0.14850682804170268,0.4431651087333328
0,finetune_30_v2,0.9845118825807722,0.1883797416009044,0.4619530245391984
0,finetune_30_v2,0.992202666092107,0.21258590851106335,0.45915563308890883
0,finetune_30_v2,1.004215560668377,0.14926885959801192,0.500465629512133
0,finetune_30_v2,0.9835109960751216,0.1774607392894562,0.45607488569693544
0,finetune_30_v2,0.9828393357228346,0.20837253877312675,0.46459328207583234
0,finetune_30_v2,0.9846152134348108,0.2021967352752059,0.42785945929180424
0,finetune_30_v2,0.9892623292565127,0.19337944012315142,0.44767630313175655
0,finetune_30_v2,0.9955595013117605,0.21099704015414092,0.5454086150335229
0,finetune_30_v2,0.9827527942336677,0.2272105540238036,0.517220928524721
0,finetune_30_v2,0.9894569907634453,0.20963553303986332,0.4542340147374605
0,finetune_30_v2,0.9941817295592366,0.23545903348558594,0.5202078283815638
0,finetune_30_v2,0.9742053257555392,0.19602815165242943,0.44339826703237883
0,finetune_30_v2,0.9923637778841802,0.16207992321856435,0.4911300860915184
0,finetune_30_v2,0.9755189949117182,0.15916552757788252,0.3760462918114106
0,finetune_30_v2,0.9930675796136765,0.17970303318836087,0.49139124703026377
0,finetune_30_v2,0.9837389758117119,0.1798587565553824,0.4189414849973974
0,finetune_30_v2,0.9833565912514373,0.16504557213785975,0.4606482107691606
0,finetune_30_v2,0.9900662569333539,0.27132008004718633,0.5082590321174835
0,finetune_30_v2,0.9802553501471885,0.23558480768606127,0.4834299017097397
0,finetune_30_v2,0.9686543483222365,0.33818701156098857,0.542891842037634
0,finetune_30_v2,0.994237443254031,0.19317810812645034,0.41667353052793643
0,finetune_30_v2,0.9683686286295132,0.16371785390072743,0.4197679118419051
0,finetune_30_v2,0.98982928815184,0.15181406193058133,0.46853281753446874
0,finetune_30_v2,0.9960342486488564,0.18984995266641397,0.47038597999902715
0,finetune_30_v2,0.9719040341609073,0.17692702840585386,0.40269426049260343
0,finetune_30_v2,0.9723813919745198,0.3513047217758406,0.5456430969515268
0,finetune_10_v2,0.9673070772554111,0.19866358972669576,0.4939315860988018
0,finetune_10_v2,0.9825086743267339,0.15986028237224556,0.45161139694340374
0,finetune_10_v2,0.9821576149200184,0.22162742398225338,0.450941214372143
0,finetune_10_v2,0.9753526871731713,0.15713481239384383,0.4134276489595524
0,finetune_10_v2,0.9724704701117804,0.23234831709112946,0.5286758813994642
0,finetune_10_v2,0.9916095072478269,0.25180405518920473,0.48485975209303755
0,finetune_10_v2,0.9794779173847382,0.225685821392098,0.5443775395314469
0,finetune_10_v2,0.9692763544468292,0.16371096591838638,0.4692173039224599
0,finetune_10_v2,0.9742443403179741,0.15461985019764107,0.44803784794941987
0,finetune_10_v2,0.9692703272659488,0.19062485821159506,0.47100926670602283
0,finetune_10_v2,0.9745511314157899,0.13632377142396412,0.4229006080858028
0,finetune_10_v2,0.9646266888646542,0.18859605984361377,0.46681945781455336
0,finetune_10_v2,0.9771546497396811,0.1769722862288304,0.493427104898831
0,finetune_10_v2,0.9634331763945144,0.1634886664707774,0.45599590120710937
0,finetune_10_v2,0.9452808330685308,0.21221126784257915,0.38901901481262496
0,finetune_10_v2,0.9668090103538711,0.2378783886840593,0.5008295009070269
0,finetune_10_v2,0.9622755500235507,0.17600439865468828,0.5034263767170825
0,finetune_10_v2,0.9661633845217015,0.17605536494100812,0.4296230899577669
0,finetune_10_v2,0.9821562624697062,0.26045496146659747,0.49558002799065354
0,finetune_10_v2,0.9726400622463149,0.13424221747956203,0.4637071330393061
0,finetune_10_v2,0.9699666595267166,0.1604229878443154,0.44426134500893233
0,finetune_10_v2,0.9682564356278828,0.17738529465141983,0.4696016364021269
0,finetune_10_v2,0.9773067534669508,0.17386460044475419,0.5125562000205156
0,finetune_10_v2,0.9762340433721874,0.16704386233544483,0.4634821619278373
0,finetune_10_v2,0.9778736033203377,0.20889224444921486,0.5054792271454578
0,finetune_10_v2,0.9827624804299383,0.2171497681524104,0.46591483585427834
0,finetune_10_v2,0.9716596481531837,0.19649895979320864,0.529429860278623
0,finetune_10_v2,0.9858182523602479,0.2021285390598139,0.48120965266188603
0,finetune_10_v2,0.9961018376303524,0.2449695530451894,0.47770103600111247
0,finetune_10_v2,0.967030053618129,0.21484151140271177,0.4615515282513735
0,finetune_10_v2,0.9653719593380433,0.18972450017566575,0.4674367833064741
0,finetune_10_v2,0.9765571317003788,0.19566283395207063,0.44907243556782206
0,finetune_10_v2,0.9656643406671291,0.25703936041242,0.4677088621626617
0,finetune_10_v2,1.0095011324511869,0.2098598916895463,0.5616113518278298
0,finetune_10_v2,0.9580863171552914,0.1864044968632881,0.46184540630920234
0,finetune_10_v2,0.9937420802134599,0.17322483862670757,0.48877785972657894
0,finetune_10_v2,0.965132933438592,0.17230936555581675,0.47902759085050955
0,finetune_10_v2,0.977681948908346,0.15532584975717786,0.49221195663038664
0,finetune_10_v2,0.9622852872285721,0.27113067241396377,0.5066495471471372
0,finetune_10_v2,0.9843695560216257,0.21478705370431006,0.5041560190280271
0,finetune_10_v2,0.990643671261623,0.3529373012801067,0.5165146782158221
0,finetune_10_v2,0.9743722724887011,0.15714889337784585,0.44390465054387085
0,finetune_10_v2,0.9718777117393397,0.270837551015989,0.5358332101361933
0,finetune_10_v2,0.9741255340141277,0.248324622403599,0.47862845570208234
0,finetune_10_v2,0.9641128910846202,0.25239990808518953,0.5235635252635443
0,finetune_10_v2,0.9684078082314145,0.2484729737425585,0.5067685227442055
0,finetune_10_v2,0.9665138667797705,0.23253689013813042,0.5327688426240612
0,finetune_10_v2,0.963829070085174,0.26617837709720565,0.4960041154766825
0,finetune_10_v2,0.9674090348460664,0.23760150583959255,0.463427324495701
0,finetune_10_v2,0.9812645111835772,0.18222939634095298,0.506338418618787
0,finetune_10_v2,0.9714203342316878,0.19237175779208748,0.4612943853957847
0,finetune_10_v2,0.9679199216565385,0.15170905210918514,0.43316619457308425
0,finetune_10_v2,0.9712304054063907,0.16877576294163948,0.40213424643125184
0,finetune_10_v2,0.9656628301924756,0.1844879728254584,0.49275101395186205
0,finetune_10_v2,0.9716746124806579,0.24074337518252428,0.5384310481882952
0,finetune_10_v2,0.96380634497168,0.1707551575599146,0.4509577420888032
0,finetune_10_v2,0.9697811829205533,0.16881087994573465,0.44566239117112794
0,finetune_10_v2,0.9761493913933419,0.17846308371507486,0.4882645388287323
0,finetune_10_v2,0.9769222597900944,0.20573402290312245,0.4390940683008624
0,finetune_10_v2,0.9704954926465548,0.17745472193812034,0.4739653318052327
0,finetune_10_v2,0.9843261819457532,0.17166802344208726,0.4458552352843291
0,finetune_10_v2,0.9787797296204459,0.18228828451983095,0.4876715532656793
0,finetune_10_v2,0.9673988752146484,0.16541379020502103,0.4613851371707637
0,finetune_10_v2,0.9769684304357201,0.18436001142390718,0.4375720806469498
0,finetune_10_v2,1.0107302627347383,0.19722908636171946,0.5241263158050296
0,finetune_10_v2,0.967433426846909,0.1926382000214784,0.4614311138520688
0,finetune_10_v2,0.9774678878348328,0.1751770337361651,0.45797694281098505
0,finetune_10_v2,0.9777942708241278,0.2332799857316234,0.4846051904487311
0,finetune_10_v2,0.9860018241201935,0.1776630347193272,0.4499606312866163
0,finetune_10_v2,0.9737832394922595,0.2234383837665528,0.543052038168918
0,finetune_10_v2,0.9773811339093019,0.20037697555844455,0.49474745940158893
0,finetune_10_v2,0.982953818055818,0.2767645284808379,0.5019354900754381
0,finetune_10_v2,1.000176799197141,0.26987060392988604,0.553224838150637
0,finetune_10_v2,0.9602380284241648,0.22556480544236773,0.46427020869166336
0,finetune_10_v2,0.9772100003360193,0.167295338067268,0.48531468982036435
0,finetune_10_v2,0.9667737514986062,0.15945498693280996,0.4022139217024337
0,finetune_10_v2,0.9780584770102416,0.1569385767312594,0.4878010009853009
0,finetune_10_v2,0.9675719529840154,0.21045567691153563,0.4230538160820273
0,finetune_10_v2,0.9767918705558958,0.15500672129193088,0.48187690411146467
0,finetune_10_v2,0.9863182746709795,0.348959228029432,0.5794494226476986
0,finetune_10_v2,0.967997357775079,0.2554935177377984,0.4753337376833995
0,finetune_10_v2,0.9547506823444403,0.36794151727847485,0.5638655001798176
0,finetune_10_v2,0.9879889056451648,0.22545276962412655,0.4605552843925344
0,finetune_10_v2,0.9644697744608756,0.19483564569562334,0.4502196033198243
0,finetune_10_v2,0.9758103891611842,0.15514724983104014,0.4763160210957121
0,finetune_10_v2,0.9750583789479592,0.163058777330447,0.45477248819289584
0,finetune_10_v2,0.9728948984264595,0.2375043358498986,0.44616508033768554
0,finetune_10_v2,0.9585792611618175,0.3809259718369759,0.5544121147095739
0,finetune_20_v2,0.9728984029190808,0.22935974596411504,0.5216756914772974
0,finetune_20_v2,0.9752893668275482,0.16201802879991464,0.4361716780545876
0,finetune_20_v2,0.9807021060249926,0.21802068778208972,0.44866915607552005
0,finetune_20_v2,0.9754141277838881,0.17378896756267864,0.41535886535471944
0,finetune_20_v2,0.9751326644541016,0.19980917192353578,0.5023564885656666
0,finetune_20_v2,0.9943226384812747,0.25177764522907686,0.4703541443675127
0,finetune_20_v2,0.9882301244726807,0.26696464029744327,0.5617293187300147
0,finetune_20_v2,0.9741372303189144,0.1730666016348098,0.4819964966185785
0,finetune_20_v2,0.9727711038815727,0.14965005352421712,0.4336292002010883
0,finetune_20_v2,0.9809570979473486,0.23735797297469916,0.508173402774986
0,finetune_20_v2,0.977428332303703,0.17132445902528534,0.43046311671943166
0,finetune_20_v2,0.9690429563867402,0.1471057935286682,0.4807356802026697
0,finetune_20_v2,0.9792964449424004,0.15538472570584214,0.48212607384945233
0,finetune_20_v2,0.9720734806181747,0.16567570446333246,0.4464170825792417
0,finetune_20_v2,0.9548133033695528,0.19626193180422885,0.406843453039158
0,finetune_20_v2,0.9733908126237252,0.2076503008734046,0.49009755254213094
0,finetune_20_v2,0.9718011024331342,0.18227891919514522,0.5094356443823381
0,finetune_20_v2,0.9660593474703859,0.17795084286412802,0.41862976421189213
0,finetune_20_v2,0.9744824116560861,0.2410066232774431,0.49645180601179906
0,finetune_20_v2,0.9724943813660094,0.13266199491862768,0.4523302614551306
0,finetune_20_v2,0.9880225532548731,0.17405327888538516,0.4558349914252357
0,finetune_20_v2,0.9707574190415976,0.16239591660024022,0.4563230007610191
0,finetune_20_v2,0.9804717512091585,0.1620058960942585,0.5100950025896789
