Model,Percentage,MSE,MAE,RMSE
finetune,50,0.3882955727697316,0.4782191385461341,0.6231336716706389
finetune,40,0.4331649399719784,0.5010956610872882,0.6581526722364488
finetune,30,0.3860581607482186,0.48184081264651746,0.6213357874356011
finetune,20,0.6153771039355208,0.6407494454840456,0.7844597529099379
finetune,10,0.8615071554287373,0.7624340252310832,0.9281740975855431
scratch,50,0.3503031151966339,0.43995075855308946,0.5918641019665188
Simulated,0,11.41263347744777,2.7374866396356885,3.378258941740223
finetune,50,0.3503477224219514,0.43504277644756023,0.5919017844388977
finetune,40,0.24163480641811436,0.38266400829421254,0.49156363414934834
finetune,30,0.25364659895511155,0.40318826497810073,0.5036333973786007
finetune,20,0.20014157168468996,0.3518589728906546,0.44737184945489133
finetune,10,0.18156634005959105,0.3325791019253752,0.4261060197410863
scratch,50,0.25647626953325225,0.40398193710243646,0.5064348620832222
Simulated,0,10.445939341369021,2.7223394983071723,3.232017843603129
finetune,50,0.5721942927737196,0.5607747939287435,0.7564352535238688
finetune,40,0.4127460498791081,0.49180462436947964,0.6424531499487789
finetune,30,0.25301544562379974,0.3949566921740378,0.5030064071399089
finetune,20,0.363269738454535,0.45919238867000395,0.6027186229531447
finetune,10,0.3880617747355166,0.48014311851568237,0.6229460448028518
scratch,50,0.27059762467196663,0.4070730039176006,0.5201899890155198
Simulated,0,4.228403242131208,1.6270245492522262,2.056308158358374
finetune,50,0.28682566193794967,0.4053546264479664,0.5355610720897754
finetune,40,0.2955564504738218,0.4179618223140897,0.5436510374071053
finetune,30,0.3629451954666502,0.4595739938189383,0.6024493302068235
finetune,20,0.2065188012823913,0.3648563451019112,0.4544433972260916
finetune,10,0.2352425560282278,0.3581753247149417,0.48501809866048073
scratch,50,0.3046090413833008,0.40641318411780786,0.5519139800578536
Simulated,0,9.268872401921538,2.5238265639673303,3.044482287996029
finetune,50,0.10598141032054303,0.2607141273594754,0.32554786179691464
finetune,40,0.30085875997517575,0.42156588174995246,0.5485059343117226
finetune,30,0.23537846528385387,0.3572717359971644,0.48515818583618053
finetune,20,0.12009530473080257,0.272254684181733,0.3465476947417232
finetune,10,0.1711360177756506,0.3200400876634229,0.41368589264761085
scratch,50,0.1961917250033088,0.35238089193377864,0.4429353508169209
Simulated,0,10.48296554292378,2.5783190648568612,3.2377408084841783
finetune,50,1.0028975000438465,0.7624360857149579,1.0014477021012362
finetune,40,0.9055721295026439,0.7213407564671475,0.9516155366021741
finetune,30,1.0328679075437233,0.753121672369674,1.0163010909881596
finetune,20,1.2603084665753959,0.8110381514389836,1.1226346095570883
finetune,10,0.8377786247991642,0.6746443532251771,0.9153024772167746
scratch,50,1.775542730521036,0.911548458650424,1.3324949270151223
Simulated,0,11.248812633483709,2.689664375345804,3.3539249594294307
finetune,50,0.2744328870618041,0.40675260045137807,0.5238634240542129
finetune,40,0.3359582876268283,0.45084693377005153,0.5796190883906673
finetune,30,0.23917725185008773,0.38503417756454533,0.4890575138468764
finetune,20,0.2739369085920558,0.41159624588752536,0.5233898246928915
finetune,10,0.41507271084438124,0.49974855347849945,0.6442613684246334
scratch,50,0.3232993588116548,0.4168068164409606,0.568594195196939
Simulated,0,10.268195861617528,2.6433524492285705,3.204402574836303
finetune,50,0.11025963605248354,0.2510152088677796,0.33205366441658724
finetune,40,0.1593072520007014,0.30528141792834873,0.39913312566197934
finetune,30,0.14853640477211322,0.30174041077197367,0.3854042095931403
finetune,20,0.09703510234294563,0.23887047099335645,0.31150457836594575
finetune,10,0.1018089171161254,0.24691600862157484,0.3190750963584049
scratch,50,0.11955301918131113,0.2612187494319868,0.34576439837165296
Simulated,0,11.823403374219206,2.830093165044501,3.4385176128993735
finetune,50,0.23932907229553174,0.36673331909406615,0.48921270659655985
finetune,40,0.29204897109827227,0.4138545999486798,0.5404155540861794
finetune,30,0.2632036844680013,0.38280274890844856,0.5130338044105879
finetune,20,0.3082518244773563,0.41903089207336197,0.5552043087705248
finetune,10,0.45284633505235933,0.5176314937688,0.6729385819317832
scratch,50,0.3008957769376906,0.413812253523618,0.5485396767214662
Simulated,0,8.353066521105024,2.3550817312140873,2.8901672133468375
finetune,50,0.24807358425892997,0.38766336846132565,0.49806985881393184
finetune,40,0.19598435991865093,0.3412863744678529,0.4427012083998088
finetune,30,0.19622978968803798,0.34609970300804715,0.4429783174016963
finetune,20,0.27608989806617457,0.40740165943525997,0.5254425735189094
finetune,10,0.4779144512201764,0.5257337075317738,0.6913135693881441
scratch,50,0.2570128402517535,0.3985845329304071,0.5069643382445688
Simulated,0,13.47660129594478,3.0487046283086765,3.671049072941518
finetune,50,0.17518045365845378,0.32093852833349845,0.4185456410697091
finetune,40,0.24847663123265643,0.39643385701117506,0.4984743034827938
finetune,30,0.3161565374791052,0.4205356273788526,0.5622779895026171
finetune,20,0.3045926983585102,0.4128011993891527,0.5518991740875413
finetune,10,0.33988761079957897,0.44828246868926597,0.5829988085747508
scratch,50,0.15427184485625603,0.2978511341652195,0.3927745471084602
Simulated,0,6.662672628661134,2.142049153420946,2.5812153394595216
finetune,50,0.3983522857955113,0.5180017234322412,0.6311515553300263
finetune,40,0.6491697047087215,0.636725219160363,0.8057106830052096
finetune,30,0.42397270939299364,0.5004727854589398,0.6511318678985031
finetune,20,0.35506626252688833,0.4759630540956331,0.5958743680734122
finetune,10,0.4566053271277201,0.5431190047991007,0.675725778054767
scratch,50,0.3291900001672501,0.4512196651759357,0.5737508171386339
Simulated,0,5.589328573626106,1.895185414468847,2.3641760876944224
finetune,50,0.3664947824430509,0.48151281132592183,0.605388125455935
finetune,40,0.7510831242807733,0.6327778371305508,0.8666505202679874
finetune,30,1.3196940349461075,0.8218030623963993,1.1487793673922366
finetune,20,0.650860191445612,0.5956748064104178,0.8067590665406941
finetune,10,0.5976405877871791,0.5803613368067265,0.7730721750180762
scratch,50,0.547032598820313,0.5594759939550816,0.7396165214625164
Simulated,0,10.561784173372565,2.5942851437504526,3.24988987096064
finetune,50,0.3814392165525051,0.4725264646899521,0.6176076558402633
finetune,40,0.5414938294869986,0.5273750993408679,0.735862643084291
finetune,30,0.7187232894371953,0.6200342580137679,0.8477754947137806
finetune,20,0.7447958934863118,0.6250280214365611,0.8630155812534973
finetune,10,0.9024672075291135,0.6907750017901025,0.9499827406480149
scratch,50,1.0550160391334096,0.7615412586667236,1.0271397369070139
Simulated,0,9.20755005164292,2.4044262102197607,3.0343945115365143
finetune,50,0.2121586557492112,0.3698728630797598,0.46060683424066906
finetune,40,0.23326936285658895,0.39051927046920687,0.48297967126638874
finetune,30,0.44505093657251893,0.5254964713431987,0.6671213806890909
finetune,20,0.42005112966426306,0.5104666281968345,0.6481135160326955
finetune,10,0.35643555541338073,0.48130734718141166,0.5970222403004605
scratch,50,0.22859186612610527,0.37185177650414936,0.4781128173622887
Simulated,0,11.537862354731951,2.784070425877979,3.3967429038318384
finetune,50,0.24075634632078421,0.3866955142614164,0.49066928406084703
finetune,40,0.5920921001094522,0.5647564162744854,0.7694752108479208
finetune,30,0.47052925901428005,0.512396800653388,0.685951353241817
finetune,20,0.3684426847702095,0.46146078561803794,0.6069947979762343
finetune,10,0.22231760264651682,0.3644120143005277,0.4715056761551411
scratch,50,0.3660323430913836,0.43808204191689304,0.6050060686401283
Simulated,0,11.387485439007204,2.769879703919477,3.3745348477986123
finetune,50,0.7563823878628115,0.6423601042623026,0.8697024708846189
finetune,40,0.5243736140975781,0.5339648323410531,0.7241364609640769
finetune,30,0.7210244717252436,0.6408977909175793,0.8491315985907271
finetune,20,0.6664879677834203,0.6276010487298512,0.8163871433232032
finetune,10,0.7120895760284296,0.6577103767745859,0.8438540016071676
scratch,50,0.5225437267788131,0.5657001811653611,0.7228718605526245
Simulated,0,10.497557135758838,2.6897518559672475,3.2399933851412164
finetune,50,0.18875442612666019,0.3423442741122469,0.4344587737940853
finetune,40,0.2009523826067029,0.3445459026203744,0.44827712701709743
finetune,30,0.19963284620105712,0.3385086784349544,0.44680291650912163
finetune,20,0.1845643493840258,0.34166534399387494,0.4296095313002562
finetune,10,0.16141239881073996,0.3242050518146722,0.4017616193848536
scratch,50,0.1274233000389124,0.27326036857435254,0.3569640038420014
Simulated,0,7.600048167692774,2.280817890196323,2.7568184865334846
finetune,50,0.23357554380449358,0.3757495438322915,0.483296538167297
finetune,40,0.44239078660848336,0.506882950781693,0.6651246399047951
finetune,30,0.787957464762929,0.6645527773934076,0.8876696822371084
finetune,20,0.5376974998202769,0.5363918158480178,0.7332785963194868
finetune,10,0.2898987377281687,0.4178560444018848,0.5384224528455037
scratch,50,0.2430738176873722,0.3664921428546429,0.4930251694258339
Simulated,0,11.286339397427591,2.7964514072150224,3.3595147562449537
finetune,50,0.9211366025170677,0.672499678000371,0.9597586167975091
finetune,40,0.6236968828045574,0.6062097347616369,0.7897448213217718
finetune,30,0.3527981868856501,0.45903528362779084,0.5939681699263439
finetune,20,0.3282976364593851,0.43996460732711606,0.5729726315099047
finetune,10,0.39429909682075304,0.4905615995181848,0.627932398288823
scratch,50,0.26095192566742875,0.38495206407743215,0.5108345384441314
Simulated,0,12.108872467016216,2.9040010665575644,3.4797805199489544
finetune,50,0.7899674767420036,0.676560860633011,0.8888011457812167
finetune,40,0.702364158004462,0.6448103083363157,0.8380716902535618
finetune,30,0.4884221013267458,0.5677673567536874,0.698872020706757
finetune,20,0.5006761875679963,0.5473512810558151,0.7075847564553637
finetune,10,0.4291880610180966,0.4879725647935014,0.655124462234541
scratch,50,0.42102888074508393,0.5281020400122974,0.6488673830183513
Simulated,0,11.720683771417821,2.803777795653729,3.4235484181500664
finetune,50,0.23847099506514663,0.386339439350175,0.48833492099700043
finetune,40,0.27476193155902273,0.4131122721637959,0.5241773855852833
finetune,30,0.48745224913692337,0.5383751891338757,0.6981778062477518
finetune,20,0.2752321374659173,0.4052918903515387,0.5246257117849994
finetune,10,0.22116206131332444,0.3770273470865726,0.47027870599605553
scratch,50,0.5599577828946882,0.5802321221296347,0.7483032693331549
Simulated,0,11.682342356243325,2.8204564356349113,3.417944171024934
finetune,50,0.38563219568075247,0.4899899704440307,0.6209929111356687
finetune,40,0.36347496712296234,0.4726599835896156,0.6028888513838702
finetune,30,0.3726717360693988,0.4814189078809431,0.6104684562443818
finetune,20,0.37973500088430706,0.4830607993406244,0.6162264201446632
finetune,10,0.43133691645469,0.5308018527459653,0.656762450551712
scratch,50,0.5330878648848965,0.5785319740908677,0.7301286632401829
Simulated,0,7.487864882918201,2.1938191900871145,2.736396331476528
finetune,50,0.38436448471498336,0.44206266177604975,0.6199713579795306
finetune,40,0.27305337316460776,0.3967748512356193,0.5225450919916939
finetune,30,0.31259269210865614,0.3996452169164766,0.5590998945704212
finetune,20,0.1842319751394384,0.33452190089334966,0.42922252403553846
finetune,10,0.32519552794080964,0.4386036487977286,0.5702591761127651
scratch,50,0.27884783472638397,0.39516490252043834,0.5280604460915284
Simulated,0,8.488167488053941,2.370580484871638,2.913445981660539
finetune,50,0.25276702345340557,0.39035744127988375,0.502759409114743
finetune,40,0.26536014798149793,0.41239122417195356,0.5151311949217383
finetune,30,0.2769502025555369,0.4209664126399493,0.5262605842693683
finetune,20,0.3368513940075047,0.4553642545335904,0.5803890023144
finetune,10,0.18887663464836388,0.33644618336314513,0.4345993955913467
scratch,50,0.2311861078886133,0.3753010869770821,0.4808181650984219
Simulated,0,15.331989355671906,3.322370335403669,3.9156084272654113
finetune,50,0.19730043491100818,0.3501976352117433,0.44418513585104147
finetune,40,0.28216460459372605,0.41151537779250097,0.5311916834756791
finetune,30,0.19121329698680195,0.34594231203406356,0.43727942666766517
finetune,20,0.16046146517674698,0.3178048806885658,0.4005764161514591
finetune,10,0.15851786469966317,0.3201141145038095,0.3981430204080729
scratch,50,0.18340835929857557,0.33618508996001634,0.42826202177939565
Simulated,0,8.047432192626772,2.362970327849278,2.8367996391403416
finetune,50,0.25391579627195066,0.40381688814606254,0.5039005817340864
finetune,40,0.7079407789660088,0.6437913986314039,0.8413921671646396
finetune,30,0.57935193280693,0.5919203681948663,0.7611517147106285
finetune,20,0.8032746993805526,0.6683029226547422,0.8962559340838713
finetune,10,0.22578522483109068,0.3894896408393072,0.47516862778501134
scratch,50,0.2739629521454988,0.4063835495568544,0.5234147037918393
Simulated,0,6.892937858936428,2.081795068962094,2.6254405075979967
