Model,Percentage,MSE,MAE,RMSE
Simulated,,0.03744555220811848,0.14525086504937065,0.19350853264938597
Simulated,,0.12447119944541715,0.2626122025083382,0.3528047610866627
Simulated,,0.06674539620708979,0.21722104035788004,0.2583513038617955
Simulated,,0.04140128442705795,0.15917174666436948,0.20347305577657684
Simulated,,0.08308140458033193,0.21983106023324442,0.28823845090537786
Simulated,,0.07884694477482078,0.1926328581462433,0.2807969814204219
Simulated,,0.09183235037702313,0.24255990030897884,0.30303852952557553
Simulated,,0.05138082432614517,0.1853314151460885,0.2266733868943268
Simulated,,0.0533561047643502,0.18424029240251896,0.23098940400882073
Simulated,,0.027735554139958412,0.1335332839670999,0.16653994758002783
Simulated,,0.07823001208432089,0.20901388557805226,0.27969628543175346
Simulated,,0.05299264622938808,0.18356429114655554,0.23020131674121258
Simulated,,0.072757711704753,0.201113593624225,0.26973637445615856
Simulated,,0.06317148881453116,0.19900309771056696,0.2513393896995279
Simulated,,0.057977192157797966,0.19217558266323126,0.2407845347147486
Simulated,,0.07393108167109133,0.2169784361172279,0.27190270625922675
Simulated,,0.07150089615618861,0.21599799053547736,0.2673965148542303
Simulated,,0.07116648557693804,0.2087605998051095,0.26677047358532396
Simulated,,0.05469791333669582,0.19415261902881398,0.23387585026397192
Simulated,,0.08633399112147905,0.22472615233385218,0.29382646429734516
Simulated,,0.054574715330374085,0.1889692076768779,0.23361231844740998
Simulated,,0.03344732395297405,0.14682271460100937,0.18288609557036875
Simulated,,0.05148349833880128,0.18756916277191993,0.226899753941694
Simulated,,0.03688653979322627,0.1620247068487154,0.19205868840858586
Simulated,,0.07688338018415071,0.2036439832989721,0.27727852456357077
Simulated,,0.09463014870215258,0.24264878339333618,0.30762013702316787
Simulated,,0.028253147061134413,0.13771420782265506,0.1680867248212494
Simulated,,0.06570692082026948,0.206016733428775,0.2563336123497453
Simulated,,0.07939921675040422,0.21834390480156934,0.281778666244278
Simulated,,0.09367651157782846,0.24365581676782108,0.30606618823030496
Simulated,,0.06755996817660881,0.19616277189571643,0.25992300432360504
Simulated,,0.049793372995128496,0.17405758074918773,0.22314428739075642
Simulated,,0.03434590247346384,0.14632706075929935,0.18532647537107008
Simulated,,0.03570468833649787,0.13890979438676293,0.1889568425236246
Simulated,,0.03902688987752862,0.158862416684189,0.1975522459440252
Simulated,,0.0380502499913124,0.15512244231055505,0.19506473282301032
Simulated,,0.04217065806374827,0.15587288996537857,0.20535495626779565
Simulated,,0.05624489107675902,0.18794043395832197,0.23716005371216928
Simulated,,0.07552879421711507,0.2154681692492994,0.2748250247286718
Simulated,,0.08657165278880227,0.22303163228256692,0.2942306115767057
Simulated,,0.06588203911920118,0.20904628434975853,0.25667496784688837
Simulated,,0.045626131316739316,0.17509265829673368,0.21360274182870245
